LotFrontage,LotArea,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,CentralAir,GrLivArea,PoolArea,YrSold,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,total_square_ft,built_minus_sold
69.37905085568637,7032,6,6,1,0,7,2000,2444,1,1,1348,0,2007,1,0,0,0,0,1,0,0,0,3792,4007
44.0,10125,8,5,1,0,8,2007,971,3,1,1509,0,2006,1,0,0,0,0,1,0,0,0,2480,4013
69.37905085568637,9084,6,6,2,0,7,2004,1234,3,1,1442,0,2009,1,0,0,0,0,1,0,0,0,2676,4013
55.0,9200,7,5,1,1,7,1984,1095,3,1,894,0,2006,1,0,0,0,0,1,0,0,0,1989,3990
72.0,8198,6,6,1,0,6,1980,1040,2,1,1126,0,2006,1,0,0,0,0,1,0,0,0,2166,3986
78.0,11040,6,6,1,1,5,1910,0,3,1,2098,0,2010,1,0,0,0,0,1,0,0,0,2098,3920
69.37905085568637,10900,6,6,1,0,4,1965,1478,3,1,1120,0,2009,1,0,0,0,0,1,0,0,0,2598,3974
65.0,7420,4,7,2,0,7,1920,918,3,0,2013,0,2009,1,0,0,0,0,1,0,0,0,2931,3929
95.0,7200,6,7,1,0,7,1980,1297,2,1,1339,0,2007,1,0,0,0,0,1,0,0,0,2636,3987
80.0,8791,6,6,2,1,6,1916,551,2,1,1140,0,2006,1,0,0,0,0,1,0,0,0,1691,3922
76.0,7820,6,6,2,0,6,1955,1095,3,1,2243,0,2009,0,0,0,1,0,1,0,0,0,3338,3964
89.0,9150,5,5,1,0,5,1950,940,4,1,1869,0,2006,1,0,0,0,0,1,0,0,0,2809,3956
69.37905085568637,8089,8,7,2,1,5,1993,1479,3,1,1768,0,2007,1,0,0,0,0,1,0,0,0,3247,4000
75.0,10728,6,5,3,1,8,2003,1768,3,1,1047,0,2008,0,0,0,0,1,1,0,0,0,2815,4011
90.0,5825,6,5,1,1,8,2005,912,3,1,1489,0,2006,1,0,0,0,0,1,0,0,0,2401,4011
69.37905085568637,9100,7,5,2,1,7,2003,1392,3,0,1229,0,2006,1,0,0,0,0,1,0,0,0,2621,4009
55.0,13695,6,5,1,0,7,1924,1145,3,1,1215,0,2006,1,0,0,0,0,1,0,0,0,2360,3930
69.37905085568637,11409,8,8,1,2,6,1931,540,3,1,827,0,2009,1,0,0,0,0,1,0,0,0,1367,3940
65.0,17120,7,7,2,0,8,1965,1040,3,1,1520,0,2006,1,0,0,0,0,1,0,0,0,2560,3971
47.0,7844,8,5,1,0,5,1910,637,3,1,858,0,2006,1,0,0,0,0,1,0,0,0,1495,3916
69.37905085568637,8339,7,5,3,0,6,2006,458,4,1,1852,0,2007,1,0,0,0,0,1,0,0,0,2310,4013
91.0,9000,6,4,2,0,6,2006,649,3,1,1381,0,2009,1,0,0,0,0,1,0,0,0,2030,4015
60.0,11207,6,8,1,1,7,1935,990,3,1,1720,0,2009,1,0,0,0,0,1,0,0,0,2710,3944
79.0,8546,4,5,2,0,7,2009,848,2,1,2515,0,2009,1,0,0,0,0,1,0,0,0,3363,4018
79.0,10335,6,5,1,1,7,2007,3200,3,1,630,0,2009,0,0,0,0,1,1,0,0,0,3830,4016
34.0,8777,9,5,1,1,8,1972,992,3,1,1484,0,2007,1,0,0,0,0,1,0,0,0,2476,3979
50.0,39104,7,5,1,0,6,1931,2046,3,1,1547,0,2010,1,0,0,0,0,1,0,0,0,3593,3941
45.0,9180,6,5,2,0,8,1979,1079,3,1,1198,0,2006,1,0,0,0,0,1,0,0,0,2277,3985
21.0,12203,6,5,2,0,6,1974,1314,3,1,1734,0,2007,1,0,0,0,0,1,0,0,0,3048,3981
101.0,7180,5,6,2,0,6,1948,816,4,1,1034,0,2009,0,0,0,0,1,1,0,0,0,1850,3957
69.37905085568637,14154,5,5,1,0,5,1918,983,3,1,1114,0,2007,0,0,1,0,0,1,0,0,0,2097,3925
85.0,7136,7,5,1,0,9,1977,928,3,1,1919,0,2008,1,0,0,0,0,1,0,0,0,2847,3985
78.0,7340,5,5,2,0,10,1893,1248,3,0,1077,0,2007,1,0,0,0,0,1,0,0,0,2325,3900
64.0,10448,7,6,2,0,5,1948,1498,2,1,1768,0,2007,1,0,0,0,0,1,0,0,0,3266,3955
80.0,8197,8,5,2,0,6,1945,807,2,1,1844,0,2009,0,0,0,0,1,1,0,0,0,2651,3954
69.0,7711,7,5,2,1,7,1957,832,4,1,616,0,2007,1,0,0,0,0,1,0,0,0,1448,3964
61.0,21872,7,5,1,1,11,2007,528,2,1,1683,0,2007,0,0,0,1,0,1,0,0,0,2211,4014
65.0,5310,5,6,1,0,5,1946,458,2,1,1266,0,2009,1,0,0,0,0,1,0,0,0,1724,3955
174.0,9000,7,7,1,1,6,1920,1349,3,0,720,0,2009,1,0,0,0,0,1,0,0,0,2069,3929
69.37905085568637,4224,8,5,1,1,6,1976,884,1,1,1716,0,2007,1,0,0,0,0,1,0,0,0,2600,3983
70.0,8546,5,5,2,0,5,1936,1214,4,1,2020,0,2009,1,0,0,0,0,1,0,0,0,3234,3945
24.0,45600,7,3,1,1,5,1922,1196,3,1,2243,0,2010,1,0,0,0,0,1,0,0,0,3439,3932
44.0,5604,7,5,2,0,5,1977,910,6,1,2034,0,2008,1,0,0,0,0,1,0,0,0,2944,3985
80.0,11767,5,7,1,0,7,1955,713,3,1,1487,0,2009,0,0,0,0,1,1,0,0,0,2200,3964
50.0,9873,3,6,2,0,7,2006,1098,3,1,1319,0,2010,1,0,0,0,0,1,0,0,0,2417,4016
83.0,13891,6,5,2,1,4,2005,2000,3,1,1635,0,2007,1,0,0,0,0,1,0,0,0,3635,4012
79.0,1491,4,4,2,0,7,1968,672,3,1,894,0,2006,1,0,0,0,0,1,0,0,0,1566,3974
50.0,6240,8,5,2,1,5,1964,864,2,1,1287,0,2006,1,0,0,0,0,1,0,0,0,2151,3970
43.0,10175,6,5,2,0,9,1961,939,1,1,1316,0,2010,1,0,0,0,0,1,0,0,0,2255,3971
69.37905085568637,9245,6,5,2,1,6,2007,1001,2,1,1372,0,2007,1,0,0,0,0,1,0,0,0,2373,4014
50.0,10171,9,8,1,1,10,1946,0,3,1,1344,0,2007,1,0,0,0,0,1,0,0,0,1344,3953
65.0,9018,8,6,2,0,8,1959,1248,1,1,1636,0,2010,1,0,0,0,0,1,0,0,0,2884,3969
71.0,7200,5,6,2,0,9,1925,1930,2,1,1688,0,2007,1,0,0,0,0,1,0,0,0,3618,3932
50.0,9920,8,7,1,0,9,2005,1032,3,1,1479,0,2008,1,0,0,0,0,1,0,0,0,2511,4013
92.0,14000,6,5,1,1,4,1936,729,3,0,1367,0,2006,0,0,0,0,1,1,0,0,0,2096,3942
69.37905085568637,9375,4,5,1,1,5,1954,1117,2,1,1192,0,2006,1,0,0,0,0,1,0,0,0,2309,3960
68.0,12168,5,6,1,0,5,1946,1501,3,0,1590,0,2006,1,0,0,0,0,1,0,0,0,3091,3952
72.0,14006,5,6,1,0,7,2003,1922,3,1,1386,0,2006,1,0,0,0,0,1,0,0,0,3308,4009
75.0,5000,7,6,2,0,7,1978,1470,3,1,520,0,2010,1,0,0,0,0,1,0,0,0,1990,3988
69.37905085568637,9000,5,6,2,0,5,1937,190,3,1,848,0,2008,1,0,0,0,0,1,0,0,0,1038,3945
34.0,9967,6,5,2,1,8,2005,1344,3,1,2229,0,2009,1,0,0,0,0,1,0,0,0,3573,4014
80.0,8176,8,7,1,0,7,1920,864,3,1,1429,0,2007,1,0,0,0,0,1,0,0,0,2293,3927
21.0,8765,6,5,1,0,4,2001,1264,3,1,1700,0,2010,1,0,0,0,0,1,0,0,0,2964,4011
87.0,8405,5,7,2,0,5,1974,1845,3,1,1090,0,2009,0,0,0,0,1,1,0,0,0,2935,3983
69.37905085568637,16321,5,5,3,1,7,2007,1145,4,1,2417,0,2009,1,0,0,0,0,1,0,0,0,3562,4016
71.0,9000,6,6,1,0,5,2004,1705,2,1,1456,0,2007,1,0,0,0,0,1,0,0,0,3161,4011
85.0,8120,6,5,2,0,6,2003,1208,3,1,2127,0,2008,1,0,0,0,0,1,0,0,0,3335,4011
70.0,8544,6,7,2,0,5,1920,1606,3,1,1232,0,2008,0,0,0,0,1,1,0,0,0,2838,3928
50.0,9600,7,3,1,0,5,1954,1196,3,1,1915,0,2006,1,0,0,0,0,1,0,0,0,3111,3960
74.0,11616,9,5,1,0,4,1930,715,4,1,965,0,2006,1,0,0,0,0,1,0,0,0,1680,3936
92.0,7388,9,7,2,1,5,2007,1237,3,1,904,0,2007,1,0,0,0,0,1,0,0,0,2141,4014
70.0,5330,7,6,1,0,4,1977,1148,4,1,1176,0,2008,1,0,0,0,0,1,0,0,0,2324,3985
69.37905085568637,11049,9,7,2,0,7,1961,608,4,1,899,0,2007,1,0,0,0,0,1,0,0,0,1507,3968
21.0,12354,10,5,2,0,5,1924,1073,2,1,1212,0,2006,0,0,1,0,0,1,0,0,0,2285,3930
69.37905085568637,3982,7,7,1,1,6,1959,975,3,1,2126,0,2009,1,0,0,0,0,1,0,0,0,3101,3968
60.0,7200,3,5,2,1,6,1976,864,3,1,1456,0,2009,1,0,0,0,0,1,0,0,0,2320,3985
80.0,7758,8,6,0,1,5,1916,1488,2,1,1362,0,2009,0,0,0,0,1,1,0,0,0,2850,3925
60.0,3182,5,5,1,1,7,1927,923,2,1,1710,0,2007,1,0,0,0,0,1,0,0,0,2633,3934
174.0,12160,7,5,2,1,7,1959,1673,3,1,1040,0,2007,1,0,0,0,0,1,0,0,0,2713,3966
60.0,8640,4,5,1,1,8,2006,1488,1,1,1935,0,2006,1,0,0,0,0,1,0,0,0,3423,4012
69.37905085568637,14762,10,5,2,0,6,1941,1013,4,1,1250,0,2006,1,0,0,0,0,1,0,0,0,2263,3947
69.37905085568637,7227,7,5,2,0,7,1920,483,3,1,1713,0,2008,0,0,0,0,1,1,0,0,0,2196,3928
80.0,16059,4,6,2,0,6,2004,1842,3,1,1370,0,2007,0,0,0,0,1,1,0,0,0,3212,4011
137.0,5500,4,3,2,1,5,1998,1606,3,1,948,0,2008,1,0,0,0,0,1,0,0,0,2554,4006
43.0,3182,8,5,1,1,6,1940,813,3,1,1593,0,2008,0,0,1,0,0,1,0,0,0,2406,3948
60.0,12384,7,7,1,0,7,1971,970,4,0,1324,0,2009,0,0,0,1,0,1,0,0,0,2294,3980
49.0,6240,5,5,1,0,7,2005,825,5,0,2098,0,2006,1,0,0,0,0,1,0,0,0,2923,4011
69.37905085568637,8520,8,6,2,0,6,2004,883,2,1,2727,0,2006,1,0,0,0,0,1,0,0,0,3610,4010
57.0,13474,8,5,1,1,5,2009,1156,2,1,960,0,2009,0,0,0,1,0,1,0,0,0,2116,4018
55.0,9000,6,5,1,0,6,1920,920,4,1,1310,0,2007,0,0,0,1,0,1,0,0,0,2230,3927
101.0,10800,5,5,1,1,5,1959,912,2,1,480,0,2010,1,0,0,0,0,1,0,0,0,1392,3969
50.0,21384,5,6,1,0,7,1976,1518,3,1,2713,0,2006,0,1,0,0,0,1,0,0,0,4231,3982
55.0,10020,7,6,2,1,6,2007,1029,3,1,894,0,2008,1,0,0,0,0,0,1,0,0,1923,4015
80.0,9920,5,5,2,0,8,1916,1109,4,1,1146,0,2009,1,0,0,0,0,1,0,0,0,2255,3925
69.37905085568637,3880,6,3,1,0,5,1972,1494,2,1,1372,0,2010,1,0,0,0,0,1,0,0,0,2866,3982
63.0,11767,8,5,1,0,7,1956,1088,2,1,832,0,2007,1,0,0,0,0,1,0,0,0,1920,3963
61.0,6979,8,5,2,0,10,2005,963,3,0,1838,0,2009,0,0,0,0,1,1,0,0,0,2801,4014
44.0,9750,5,4,2,1,4,1950,1314,3,0,1469,0,2008,0,0,1,0,0,1,0,0,0,2783,3958
69.37905085568637,2665,5,5,2,1,5,1959,1498,3,1,1389,0,2006,1,0,0,0,0,1,0,0,0,2887,3965
50.0,11414,6,5,2,0,6,1932,918,3,1,1040,0,2008,0,0,0,1,0,1,0,0,0,1958,3940
130.0,7630,5,5,2,0,7,1993,876,4,1,1285,0,2009,1,0,0,0,0,1,0,0,0,2161,4002
50.0,8816,5,4,1,0,7,2005,768,2,0,1718,0,2007,1,0,0,0,0,1,0,0,0,2486,4012
74.0,16466,5,5,1,1,5,1996,894,3,1,1113,0,2007,1,0,0,0,0,1,0,0,0,2007,4003
92.0,7844,5,7,1,0,5,2006,650,3,1,1496,0,2006,0,0,0,0,1,1,0,0,0,2146,4012
69.37905085568637,9591,8,5,1,0,4,1936,0,2,1,1232,0,2006,1,0,0,0,0,1,0,0,0,1232,3942
69.37905085568637,9375,7,5,1,1,8,1976,1324,3,1,1002,0,2006,0,0,1,0,0,1,0,0,0,2326,3982
69.37905085568637,14215,5,5,2,0,7,1925,1145,3,1,1779,0,2008,0,0,0,0,1,1,0,0,0,2924,3933
30.0,12735,5,7,2,1,6,1953,900,3,1,1800,0,2010,1,0,0,0,0,1,0,0,0,2700,3963
69.0,9170,6,6,1,1,6,1953,1440,3,1,1165,0,2008,1,0,0,0,0,1,0,0,0,2605,3961
58.0,17120,8,7,2,0,8,1900,672,2,1,1548,0,2006,1,0,0,0,0,1,0,0,0,2220,3906
99.0,9591,7,7,1,1,5,2009,1470,2,1,1268,0,2009,1,0,0,0,0,1,0,0,0,2738,4018
64.0,8765,6,5,1,1,6,1900,740,3,1,1268,0,2006,0,0,0,0,1,1,0,0,0,2008,3906
69.37905085568637,11409,7,6,2,1,7,1958,798,3,1,1269,0,2008,1,0,0,0,0,1,0,0,0,2067,3966
51.0,13891,4,5,1,1,10,2003,816,2,1,1464,0,2006,1,0,0,0,0,1,0,0,0,2280,4009
67.0,8521,7,6,1,0,5,1916,1462,3,1,1688,0,2006,1,0,0,0,0,1,0,0,0,3150,3922
49.0,8973,7,5,1,0,5,1963,1004,3,1,990,0,2010,1,0,0,0,0,1,0,0,0,1994,3973
69.37905085568637,8000,8,5,1,0,6,2008,0,4,1,1392,0,2009,1,0,0,0,0,1,0,0,0,1392,4017
88.0,7446,5,6,2,0,6,1995,1225,3,1,1894,0,2006,1,0,0,0,0,1,0,0,0,3119,4001
55.0,10171,8,5,3,0,4,1976,1056,3,1,754,0,2009,0,0,0,0,1,1,0,0,0,1810,3985
85.0,14215,6,5,2,0,6,1993,1040,3,1,1200,0,2008,1,0,0,0,0,1,0,0,0,2240,4001
70.0,8750,6,5,2,0,8,1961,1800,3,1,2087,0,2007,1,0,0,0,0,1,0,0,0,3887,3968
75.0,11900,7,6,1,0,6,2003,855,3,1,1086,0,2010,1,0,0,0,0,1,0,0,0,1941,4013
69.37905085568637,9600,6,7,2,0,8,1957,1114,3,1,1728,0,2006,1,0,0,0,0,1,0,0,0,2842,3963
67.0,7577,5,5,2,0,7,2004,1161,2,1,1131,0,2009,1,0,0,0,0,1,0,0,0,2292,4013
81.0,12435,6,5,2,0,5,1991,848,3,1,1217,0,2007,1,0,0,0,0,1,0,0,0,2065,3998
43.0,2522,6,5,1,0,7,2003,0,2,1,1651,0,2008,0,0,0,1,0,1,0,0,0,1651,4011
93.0,7244,6,7,2,0,7,1972,1494,4,1,1626,0,2008,1,0,0,0,0,1,0,0,0,3120,3980
51.0,12243,3,5,2,0,8,1998,1722,3,1,1432,0,2008,1,0,0,0,0,1,0,0,0,3154,4006
55.0,11341,6,3,1,0,5,2008,686,3,1,1469,0,2010,1,0,0,0,0,1,0,0,0,2155,4018
98.0,8633,5,5,2,2,7,1925,980,4,1,2110,0,2009,1,0,0,0,0,1,0,0,0,3090,3934
69.37905085568637,11616,4,7,2,1,5,1936,715,3,1,1302,0,2006,1,0,0,0,0,1,0,0,0,2017,3942
74.0,1680,6,5,2,0,3,1964,742,3,1,1768,0,2007,1,0,0,0,0,1,0,0,0,2510,3971
65.0,11275,6,6,2,1,6,2007,572,2,1,1839,0,2010,1,0,0,0,0,1,0,0,0,2411,4017
79.0,9291,6,5,2,0,5,1950,319,3,1,1100,0,2006,1,0,0,0,0,1,0,0,0,1419,3956
81.0,12160,7,5,2,0,5,1920,1212,3,1,2046,0,2007,1,0,0,0,0,1,0,0,0,3258,3927
94.0,45600,7,5,2,1,5,1949,1575,2,1,1554,0,2009,1,0,0,0,0,1,0,0,0,3129,3958
81.0,8800,6,5,2,0,6,1976,845,3,1,1800,0,2007,1,0,0,0,0,1,0,0,0,2645,3983
78.0,16492,8,5,3,0,5,1982,1258,3,1,1431,0,2006,1,0,0,0,0,1,0,0,0,2689,3988
60.0,9120,6,5,2,0,6,1978,1078,2,1,1709,0,2008,0,0,1,0,0,1,0,0,0,2787,3986
70.0,11924,4,5,2,1,8,1967,440,2,1,1097,0,2007,1,0,0,0,0,1,0,0,0,1537,3974
60.0,11404,6,5,0,0,6,1993,969,3,1,1489,0,2008,1,0,0,0,0,1,0,0,0,2458,4001
39.0,22950,5,7,2,0,6,1996,1374,4,1,1392,0,2007,1,0,0,0,0,1,0,0,0,2766,4003
55.0,9000,6,5,2,0,5,1954,880,3,1,1212,0,2008,1,0,0,0,0,1,0,0,0,2092,3962
80.0,13360,6,5,2,1,6,1996,1210,3,1,1728,0,2006,1,0,0,0,0,1,0,0,0,2938,4002
58.0,6000,4,7,1,1,7,1910,882,2,1,1616,0,2009,1,0,0,0,0,1,0,0,0,2498,3919
114.0,9803,7,5,2,0,4,2004,768,4,1,1732,0,2008,1,0,0,0,0,1,0,0,0,2500,4012
65.0,12244,5,5,2,0,8,1984,811,3,1,1004,0,2007,1,0,0,0,0,1,0,0,0,1815,3991
82.0,4438,5,6,2,0,7,1961,1710,4,1,2452,0,2009,1,0,0,0,0,1,0,0,0,4162,3970
103.0,8235,7,5,2,1,5,2000,720,4,1,1734,0,2007,1,0,0,0,0,1,0,0,0,2454,4007
60.0,6324,6,7,2,0,5,1997,1120,3,1,1826,0,2007,1,0,0,0,0,1,0,0,0,2946,4004
69.37905085568637,8963,8,5,1,1,6,2003,1097,3,1,2234,0,2006,1,0,0,0,0,1,0,0,0,3331,4009
65.0,7677,6,5,2,0,10,1949,1431,4,1,2296,0,2006,1,0,0,0,0,1,0,0,0,3727,3955
72.0,7332,5,7,1,0,8,2003,738,2,1,1054,0,2006,1,0,0,0,0,1,0,0,0,1792,4009
69.37905085568637,6240,7,5,1,0,6,1950,672,3,1,1872,0,2009,1,0,0,0,0,1,0,0,0,2544,3959
77.0,16033,5,6,1,0,6,2008,672,3,1,2126,0,2010,1,0,0,0,0,1,0,0,0,2798,4018
55.0,7920,7,7,1,0,11,2003,1127,3,1,1680,0,2008,0,0,0,0,1,1,0,0,0,2807,4011
69.37905085568637,8765,8,6,1,1,4,1976,764,1,1,1218,0,2007,1,0,0,0,0,1,0,0,0,1982,3983
60.0,8544,8,7,2,1,7,2003,936,4,1,892,0,2009,1,0,0,0,0,1,0,0,0,1828,4012
61.0,7244,8,5,2,1,6,1910,970,4,1,2414,0,2007,0,0,0,0,1,1,0,0,0,3384,3917
69.37905085568637,7820,6,7,2,0,8,1956,1208,3,1,1218,0,2008,1,0,0,0,0,1,0,0,0,2426,3964
70.0,7577,6,6,1,1,8,2009,1158,3,0,1432,0,2010,1,0,0,0,0,1,0,0,0,2590,4019
69.37905085568637,12354,7,5,2,0,6,1925,1444,3,1,1694,0,2007,1,0,0,0,0,1,0,0,0,3138,3932
70.0,9505,8,5,1,1,5,1925,832,3,1,1336,0,2006,1,0,0,0,0,1,0,0,0,2168,3931
65.0,3182,5,5,2,0,8,2006,686,3,1,1140,0,2009,1,0,0,0,0,1,0,0,0,1826,4015
80.0,8100,6,6,2,1,6,1958,600,2,1,1820,0,2006,1,0,0,0,0,1,0,0,0,2420,3964
65.0,8755,6,5,2,0,7,2006,1580,2,1,1636,0,2007,0,1,0,0,0,1,0,0,0,3216,4013
60.0,10800,4,6,2,0,9,1930,3138,3,1,1935,0,2007,1,0,0,0,0,1,0,0,0,5073,3937
58.0,10400,7,8,1,1,6,1914,658,4,1,1494,0,2009,1,0,0,0,0,1,0,0,0,2152,3923
134.0,9750,5,5,2,1,4,1954,1086,2,1,914,0,2008,1,0,0,0,0,1,0,0,0,2000,3962
65.0,5105,8,6,1,0,6,1967,1304,2,1,1336,0,2009,1,0,0,0,0,1,0,0,0,2640,3976
79.0,11952,5,5,1,1,4,2005,1372,3,1,2715,0,2010,1,0,0,0,0,1,0,0,0,4087,4015
60.0,4224,7,5,2,0,7,1950,952,2,1,1146,0,2010,1,0,0,0,0,1,0,0,0,2098,3960
85.0,7472,7,5,2,0,9,2004,1214,4,0,1959,0,2009,1,0,0,0,0,0,1,0,0,3173,4013
61.0,8816,5,7,2,0,4,1989,1215,2,1,2643,0,2009,0,0,1,0,0,1,0,0,0,3858,3998
40.0,9636,4,5,1,0,5,1995,856,2,1,1533,0,2006,0,0,0,0,1,1,0,0,0,2389,4001
149.0,4800,7,5,1,1,6,1950,1194,2,1,1812,0,2010,1,0,0,0,0,1,0,0,0,3006,3960
50.0,8246,8,6,2,1,6,1961,1252,2,1,1382,0,2007,1,0,0,0,0,1,0,0,0,2634,3968
60.0,8172,7,8,2,0,7,1955,1095,3,1,1368,0,2009,0,0,1,0,0,1,0,0,0,2463,3964
75.0,12474,4,5,2,0,7,1975,894,3,1,1437,0,2010,1,0,0,0,0,1,0,0,0,2331,3985
65.0,11426,8,5,2,1,5,2007,794,3,1,1717,0,2008,1,0,0,0,0,1,0,0,0,2511,4015
43.0,9120,8,5,1,0,7,1955,1004,4,1,1732,0,2006,0,0,1,0,0,1,0,0,0,2736,3961
24.0,9750,8,6,2,1,6,2003,1616,3,1,2192,0,2010,1,0,0,0,0,1,0,0,0,3808,4013
36.0,7892,4,5,2,1,6,1974,768,3,1,1560,0,2009,1,0,0,0,0,1,0,0,0,2328,3983
45.0,21750,5,8,2,1,12,1997,1057,2,1,1316,0,2006,1,0,0,0,0,1,0,0,0,2373,4003
78.0,8000,4,5,2,0,4,1959,728,3,1,1867,0,2008,1,0,0,0,0,1,0,0,0,2595,3967
96.0,8795,5,5,2,0,6,1976,1149,2,1,902,0,2006,1,0,0,0,0,1,0,0,0,2051,3982
60.0,6420,7,5,1,0,8,1920,712,3,1,1713,0,2007,1,0,0,0,0,1,0,0,0,2425,3927
64.0,10650,5,6,2,1,5,1953,1856,2,1,2353,0,2008,0,0,1,0,0,1,0,0,0,4209,3961
85.0,10320,9,7,2,0,11,1976,1148,3,1,1547,0,2009,1,0,0,0,0,1,0,0,0,2695,3985
75.0,7018,7,5,1,0,10,2004,660,3,1,767,0,2007,1,0,0,0,0,1,0,0,0,1427,4011
92.0,11923,8,5,1,0,5,2003,528,5,1,1728,0,2010,1,0,0,0,0,1,0,0,0,2256,4013
69.37905085568637,11924,7,5,1,1,9,1964,720,3,1,1501,0,2008,1,0,0,0,0,1,0,0,0,2221,3972
75.0,10793,5,5,2,0,10,2007,864,3,1,1679,0,2008,0,0,0,0,1,1,0,0,0,2543,4015
85.0,10386,5,5,2,0,9,1971,960,3,1,964,0,2008,1,0,0,0,0,1,0,0,0,1924,3979
91.0,6371,5,3,2,1,6,1967,686,2,1,1689,0,2009,1,0,0,0,0,1,0,0,0,2375,3976
70.0,13000,7,8,1,0,6,1989,1109,3,1,964,0,2007,1,0,0,0,0,1,0,0,0,2073,3996
24.0,8400,4,6,2,1,7,1972,649,3,1,789,0,2007,1,0,0,0,0,1,0,0,0,1438,3979
96.0,4435,7,5,2,0,8,1954,483,3,1,2200,0,2009,1,0,0,0,0,1,0,0,0,2683,3963
105.0,7032,5,5,2,0,4,1921,747,3,1,1682,0,2009,1,0,0,0,0,1,0,0,0,2429,3930
76.0,2280,4,8,1,0,8,1950,1452,3,1,1872,0,2007,1,0,0,0,0,1,0,0,0,3324,3957
58.0,4438,5,6,1,0,8,1960,907,3,0,1709,0,2007,0,0,0,1,0,1,0,0,0,2616,3967
69.37905085568637,22950,5,7,2,0,8,1961,794,3,0,1432,0,2006,1,0,0,0,0,1,0,0,0,2226,3967
60.0,11029,6,6,1,0,6,2007,912,2,1,1430,0,2007,1,0,0,0,0,1,0,0,0,2342,4014
57.0,12435,4,5,1,0,6,1972,793,3,0,1978,0,2007,1,0,0,0,0,1,0,0,0,2771,3979
30.0,46589,7,5,2,1,10,2007,1844,3,1,1118,0,2010,1,0,0,0,0,1,0,0,0,2962,4017
69.37905085568637,9066,9,5,2,1,6,1920,741,3,1,1576,0,2009,1,0,0,0,0,1,0,0,0,2317,3929
37.0,7136,7,5,1,0,6,2007,1244,3,1,1626,0,2008,1,0,0,0,0,1,0,0,0,2870,4015
75.0,9480,7,4,1,0,7,2004,0,2,1,1120,0,2007,1,0,0,0,0,1,0,0,0,1120,4011
70.0,10839,5,7,2,1,6,2006,912,2,1,981,0,2009,1,0,0,0,0,1,0,0,0,1893,4015
80.0,10335,7,6,1,0,7,1960,728,4,1,1601,0,2006,1,0,0,0,0,1,0,0,0,2329,3966
43.0,14115,6,5,1,0,7,1927,1056,3,1,1473,0,2007,1,0,0,0,0,1,0,0,0,2529,3934
69.37905085568637,11645,4,5,2,1,8,1980,1158,3,1,1651,0,2006,1,0,0,0,0,1,0,0,0,2809,3986
67.0,14375,6,5,2,0,8,1953,979,3,1,1696,0,2008,0,0,0,0,1,1,0,0,0,2675,3961
65.0,13500,5,5,1,1,6,1998,1144,2,1,1479,0,2009,1,0,0,0,0,1,0,0,0,2623,4007
84.0,10125,5,6,2,1,7,2006,1204,1,1,1285,0,2006,1,0,0,0,0,1,0,0,0,2489,4012
60.0,9000,9,6,2,0,7,2006,1947,3,1,1208,0,2009,1,0,0,0,0,1,0,0,0,3155,4015
51.0,9297,7,8,1,0,6,1970,1109,2,1,1316,0,2009,1,0,0,0,0,1,0,0,0,2425,3979
50.0,11717,6,7,2,0,7,1965,882,3,1,1214,0,2007,1,0,0,0,0,1,0,0,0,2096,3972
69.37905085568637,12137,7,6,1,1,5,1962,1518,4,0,2090,0,2008,1,0,0,0,0,1,0,0,0,3608,3970
109.0,3951,8,5,1,1,5,2001,660,3,0,1812,0,2006,1,0,0,0,0,1,0,0,0,2472,4007
78.0,8880,6,5,1,0,6,2000,1728,4,1,2138,0,2007,0,1,0,0,0,1,0,0,0,3866,4007
67.0,8470,8,6,2,0,6,2007,1392,3,1,1469,0,2009,1,0,0,0,0,1,0,0,0,2861,4016
60.0,9375,6,3,2,0,7,1925,1490,2,1,1936,0,2009,1,0,0,0,0,1,0,0,0,3426,3934
65.0,8012,8,8,2,1,7,1971,1099,2,1,1284,0,2009,1,0,0,0,0,1,0,0,0,2383,3980
60.0,7642,5,7,1,1,5,1995,440,3,1,1812,0,2006,1,0,0,0,0,1,0,0,0,2252,4001
70.0,6960,5,6,1,0,6,1945,1604,4,1,1073,0,2009,1,0,0,0,0,1,0,0,0,2677,3954
50.0,2651,5,5,1,1,8,1957,1244,2,1,1314,0,2008,1,0,0,0,0,1,0,0,0,2558,3965
50.0,14963,6,5,2,1,8,1996,855,2,1,754,0,2010,1,0,0,0,0,1,0,0,0,1609,4006
60.0,15431,5,5,2,0,8,2007,1264,2,1,720,0,2006,0,1,0,0,0,1,0,0,0,1984,4013
44.0,7227,7,5,2,0,7,1936,768,3,1,3112,0,2009,1,0,0,0,0,1,0,0,0,3880,3945
63.0,9430,4,5,2,0,5,1959,880,2,1,1048,0,2009,1,0,0,0,0,1,0,0,0,1928,3968
60.0,8125,6,7,1,1,7,1939,768,3,1,1656,0,2006,1,0,0,0,0,1,0,0,0,2424,3945
60.0,3182,5,5,2,1,7,1974,1052,2,1,1616,0,2010,0,0,0,0,1,1,0,0,0,2668,3984
