LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold
64.0,13710,0,7,5,2,0,5,1996,0,3,0,0,858,0,2006
69.37905085568637,16321,4,5,8,2,0,3,2004,1161,2,0,0,2775,0,2006
76.0,17120,0,6,5,2,1,7,1950,264,3,0,0,1198,0,2008
60.0,11751,0,5,5,2,0,8,2007,880,4,0,0,1604,0,2009
60.0,11694,0,7,6,1,0,6,1924,1490,3,0,0,1665,0,2008
69.37905085568637,10448,0,7,5,2,0,5,1965,864,3,0,0,894,0,2008
80.0,9017,0,6,4,1,0,10,1996,1606,2,0,0,1720,0,2006
86.0,12209,0,8,7,2,0,11,2006,1311,3,0,0,1327,0,2006
65.0,6155,0,7,8,1,0,6,1995,1260,3,0,0,864,0,2009
67.0,6120,0,5,5,2,1,10,1900,979,2,0,0,1477,0,2009
69.37905085568637,6402,4,6,5,2,1,4,1974,1698,4,0,0,1004,0,2006
85.0,9505,0,7,5,1,0,10,1998,1809,3,0,0,1348,0,2006
100.0,7945,0,7,3,1,0,6,1961,1719,4,0,0,1430,0,2008
69.37905085568637,8125,0,7,5,2,0,6,1961,712,3,0,0,1121,0,2009
103.0,10364,0,5,5,1,0,6,1937,768,1,0,0,882,0,2009
82.0,7930,2,7,5,1,0,7,2000,0,3,0,0,630,0,2008
96.0,8480,3,5,5,2,1,8,1971,1392,2,0,0,912,0,2006
92.0,18800,0,8,5,2,0,6,1973,848,2,0,0,813,0,2010
60.0,9600,0,5,7,1,0,14,1955,551,4,0,0,1470,0,2007
80.0,7943,0,5,7,1,0,7,2008,270,3,1,0,1850,0,2008
84.0,4750,0,4,6,2,1,6,2006,896,3,0,0,912,0,2006
65.0,8973,0,8,5,2,1,6,1960,1498,3,0,0,1136,0,2010
60.0,1936,0,5,4,2,0,7,1959,993,3,0,0,1144,0,2008
79.0,7800,1,6,5,1,0,4,1926,1142,3,0,0,1228,0,2007
70.0,4400,0,8,7,2,1,7,1960,1575,2,0,0,864,0,2007
70.0,8633,0,4,5,2,0,6,2004,765,3,0,0,848,0,2009
72.0,13704,0,5,4,2,0,8,1965,900,3,0,0,792,0,2008
85.0,10880,4,5,5,1,0,6,1975,970,2,0,1,2296,0,2006
72.0,13650,0,6,6,2,0,7,2000,0,2,0,0,1838,0,2006
68.0,70761,0,6,7,1,0,7,1976,596,2,0,0,869,0,2008
50.0,8172,0,5,5,2,0,5,1995,993,3,0,1,2270,0,2006
60.0,14191,0,7,5,2,0,7,1916,1237,2,0,0,813,0,2006
43.0,15593,0,8,5,2,1,11,2006,894,3,0,0,990,0,2006
60.0,11846,0,3,8,2,0,6,1940,846,5,0,0,1266,0,2009
50.0,7800,0,7,5,2,1,5,1976,1436,4,0,0,1125,0,2009
69.37905085568637,7599,0,6,5,2,1,6,1969,912,2,0,0,1208,0,2009
84.0,14536,2,7,8,2,0,10,2008,608,2,0,1,1844,0,2008
63.0,5400,0,9,5,1,1,8,1963,0,3,0,0,1056,0,2009
75.0,8536,0,6,5,1,0,6,1999,992,2,0,0,1716,0,2006
118.0,9453,0,8,5,1,1,6,1967,750,4,0,0,1416,0,2009
103.0,5720,0,6,5,2,1,6,2006,992,2,0,0,910,0,2006
65.0,2522,1,9,5,1,0,5,1993,1650,2,0,0,1164,0,2009
69.37905085568637,9098,0,4,5,2,0,5,2005,1041,3,0,0,1268,0,2006
69.37905085568637,164660,0,7,7,1,0,6,1959,928,3,0,0,864,0,2009
60.0,7560,0,5,3,1,0,5,2004,1090,4,0,0,1296,0,2007
92.0,2001,3,5,7,1,1,8,1931,1814,3,0,0,1850,0,2009
63.0,6000,0,5,5,1,1,9,1915,3206,3,0,0,1935,0,2008
60.0,9187,0,7,5,2,0,7,1898,630,3,0,0,925,0,2006
52.0,6930,0,7,5,0,0,6,1988,644,4,1,0,1652,0,2006
88.0,26178,2,5,5,2,1,6,1964,1572,3,0,0,2078,0,2010
60.0,8012,0,7,9,1,0,5,1962,1518,4,0,0,1125,0,2008
60.0,6762,0,5,5,2,1,4,2004,700,4,0,1,1520,0,2009
65.0,9120,4,5,5,2,1,7,1983,1080,4,0,1,1719,0,2010
21.0,7420,0,7,6,2,0,8,2003,1200,2,0,0,3112,0,2010
70.0,7420,0,7,5,2,1,4,1950,1151,4,0,0,1396,0,2009
66.0,17503,3,5,7,2,1,8,1949,1057,3,0,0,1828,0,2007
107.0,16033,0,4,5,1,0,6,2003,1120,3,0,0,1092,0,2007
95.0,9042,0,5,5,1,2,6,2009,1623,3,0,0,1986,0,2006
75.0,20431,0,7,6,1,0,7,2004,1053,3,0,0,1904,0,2008
69.37905085568637,8089,0,5,5,2,0,7,1951,951,3,0,0,864,0,2008
69.37905085568637,9790,0,7,5,1,1,6,2005,1187,2,0,0,2158,0,2006
79.0,16647,0,9,6,2,0,5,1991,804,2,0,0,1496,0,2006
69.37905085568637,3982,4,5,6,1,0,8,1998,832,2,0,0,1502,0,2006
68.0,8816,0,7,7,1,0,6,1966,1501,4,0,0,1137,0,2008
36.0,9452,0,6,6,2,1,4,1974,1470,4,0,0,1053,0,2009
53.0,16659,0,6,6,2,0,5,1998,1310,3,0,0,1557,0,2009
105.0,8450,0,7,6,2,0,5,1962,644,5,0,0,1218,0,2010
36.0,4923,0,8,6,1,1,8,2004,1040,3,0,0,1616,0,2008
60.0,1869,3,6,5,2,0,7,1949,1656,3,0,0,1178,0,2006
69.37905085568637,7420,0,5,5,1,0,8,1988,819,3,0,0,1836,0,2009
30.0,9490,0,5,7,2,0,7,1923,798,2,0,0,1694,0,2008
54.0,14859,0,9,5,1,0,5,2003,715,2,0,0,1369,0,2007
70.0,7340,1,6,5,1,0,9,1945,1362,3,0,0,1123,0,2007
70.0,13907,0,6,6,2,2,4,1980,630,2,0,0,2643,0,2006
69.37905085568637,12735,0,6,5,1,0,6,2008,1136,3,2,0,1728,0,2009
75.0,11616,0,5,5,1,0,6,1947,676,4,0,1,987,0,2008
64.0,7200,0,4,5,2,1,9,2004,506,3,0,0,1394,0,2007
174.0,6780,4,6,5,2,0,8,2005,967,1,0,0,2715,0,2009
69.37905085568637,15138,0,9,5,1,1,7,2008,1150,4,0,0,1470,0,2010
50.0,9452,0,7,5,2,0,6,1957,892,3,0,0,813,0,2008
80.0,1890,0,5,5,1,0,6,1936,848,2,0,0,1102,0,2009
74.0,9416,0,7,5,1,0,5,1972,907,2,0,0,2034,0,2007
42.0,215245,0,7,5,2,0,6,1962,1092,2,0,0,1652,0,2010
40.0,9531,0,5,5,1,0,4,1996,1059,2,0,0,694,0,2006
69.37905085568637,9790,0,6,5,2,0,7,1975,1041,3,0,1,1774,0,2007
51.0,7500,0,5,5,2,0,8,1976,864,3,0,0,1110,0,2006
70.0,4438,4,6,5,1,1,9,2006,264,4,0,0,800,0,2010
69.37905085568637,7917,3,6,7,2,0,6,2008,588,4,0,0,968,0,2009
65.0,3600,0,5,5,1,0,6,1910,729,2,0,0,2320,0,2006
75.0,8544,0,5,5,3,1,5,2007,1362,3,0,0,864,0,2007
87.0,11143,0,4,5,1,0,6,1997,940,5,0,0,1328,0,2006
59.0,11478,0,5,9,2,1,8,1995,936,2,0,0,1392,0,2007
69.37905085568637,10970,0,5,7,2,0,6,1996,1869,2,0,0,747,0,2006
69.37905085568637,13560,0,6,5,1,0,5,2000,907,3,0,0,1473,0,2008
69.37905085568637,8172,0,6,5,1,2,8,2005,1029,1,0,0,1458,0,2006
68.0,10237,0,5,5,1,0,5,2002,612,3,0,0,1268,0,2008
21.0,8400,0,6,5,2,1,8,1992,540,4,0,0,1178,0,2009
67.0,10208,0,4,5,1,1,7,1939,918,3,0,0,899,0,2007
59.0,31770,0,6,5,2,0,4,1960,1610,2,0,0,1336,0,2008
50.0,9060,0,7,6,1,0,7,1976,1629,3,0,0,1635,0,2010
96.0,4590,2,6,5,1,0,7,1995,972,3,0,0,1710,0,2006
60.0,8400,0,4,5,1,0,5,1960,1057,3,0,0,1472,0,2009
60.0,12144,2,5,5,2,0,2,2007,1050,3,0,0,1520,0,2006
44.0,7200,0,4,6,1,0,6,1998,1800,3,0,1,1428,0,2007
60.0,7200,0,6,8,2,0,6,1910,0,4,0,0,1915,0,2006
50.0,9158,0,7,6,2,0,6,2004,894,3,0,0,1252,0,2007
69.37905085568637,9906,0,6,5,2,0,6,1955,824,3,0,0,2596,0,2010
63.0,4274,0,4,7,1,0,6,1925,1383,3,0,0,2138,0,2009
80.0,11553,0,6,5,2,0,6,1925,1228,4,0,0,768,0,2006
69.37905085568637,9937,0,6,8,2,0,9,1925,941,3,0,0,1494,0,2006
52.0,7851,0,9,5,1,0,6,1991,951,3,0,0,1363,0,2009
21.0,13000,3,6,7,2,1,7,2007,832,4,0,0,1060,0,2007
66.0,18450,0,5,5,2,0,5,1972,927,3,0,0,1040,0,2006
69.0,7200,0,6,6,2,0,6,1920,1090,3,0,0,1214,0,2010
69.37905085568637,5119,0,8,5,2,1,6,2002,1713,3,0,1,1456,0,2007
69.37905085568637,17920,0,7,5,1,0,8,1975,611,3,0,0,2046,0,2008
69.37905085568637,7180,0,7,4,2,0,5,1955,907,3,0,0,1575,0,2009
63.0,10029,0,10,5,1,0,7,1912,912,2,0,0,2624,0,2009
69.37905085568637,11310,3,5,5,1,1,5,1938,1566,3,0,0,1429,0,2008
48.0,8120,0,7,5,1,0,5,1970,1494,3,0,0,1342,0,2007
129.0,22950,0,4,5,1,1,8,1924,961,3,0,0,1694,0,2007
47.0,14762,0,6,7,2,0,6,1956,1086,3,0,0,1505,0,2006
85.0,5586,0,8,5,2,0,5,1956,1428,2,0,0,1680,0,2009
90.0,3500,0,6,9,2,1,5,1992,992,4,0,0,1120,0,2009
69.37905085568637,16059,0,8,1,2,0,4,2001,1623,3,0,1,2358,0,2008
59.0,13400,0,5,5,1,0,10,2001,650,3,0,0,1389,0,2009
61.0,12090,0,7,7,2,1,6,1993,672,3,0,0,1098,0,2009
60.0,10141,3,5,5,2,0,5,1939,588,3,0,0,1217,0,2008
77.0,9200,0,6,4,2,1,7,1993,990,2,0,0,2452,0,2009
74.0,7200,0,3,5,2,0,6,1937,1144,3,0,0,1158,0,2008
100.0,7892,0,4,6,1,1,9,2008,1468,3,0,0,3112,0,2008
55.0,7200,0,7,5,1,0,5,1947,1602,2,0,0,1563,0,2009
69.37905085568637,10800,0,4,5,1,0,6,2003,728,4,0,0,1441,0,2010
69.37905085568637,10140,0,6,5,2,0,5,1950,1638,3,0,0,747,0,2006
85.0,7438,0,6,7,1,1,6,1986,1237,3,0,0,1812,0,2010
69.37905085568637,21750,1,5,5,2,0,5,1950,1092,3,0,0,1262,0,2007
78.0,6970,0,7,2,2,0,4,1993,1184,3,0,0,1468,0,2009
75.0,9098,0,10,5,1,1,8,1970,1203,3,0,0,1742,0,2009
86.0,8125,0,9,5,2,1,10,2004,832,3,0,0,845,0,2006
70.0,34650,0,6,7,2,1,5,1940,806,3,0,0,1614,0,2008
69.37905085568637,9591,0,5,7,2,1,5,2003,1638,3,0,0,1225,0,2007
21.0,11645,0,6,5,2,0,7,1972,1216,3,0,1,965,0,2009
69.37905085568637,8197,0,7,5,2,0,6,1985,1291,2,0,0,1626,0,2008
50.0,9187,0,6,5,1,0,8,1982,0,2,0,0,1935,0,2007
60.0,12244,0,5,9,2,0,4,2004,1763,4,0,1,1593,0,2008
149.0,13501,0,5,3,1,1,8,1977,926,1,0,0,1661,0,2006
100.0,8450,0,2,6,2,0,12,1988,1302,3,0,0,2046,0,2007
95.0,10335,0,9,4,0,1,5,1958,796,3,0,0,1992,0,2006
64.0,9142,0,5,7,1,1,7,2004,1056,2,0,0,2127,0,2008
99.0,25419,0,6,6,2,1,6,1980,616,2,0,0,788,0,2010
40.0,8314,0,5,6,2,0,8,1997,3200,3,0,0,1212,0,2006
69.37905085568637,5500,0,5,4,1,1,8,2006,864,5,0,0,1136,0,2010
69.37905085568637,8967,0,7,7,1,0,7,1958,483,3,0,0,2646,0,2009
69.37905085568637,3600,0,6,5,2,1,5,1970,798,2,0,0,1679,0,2008
79.0,2448,1,6,5,1,0,6,1967,1040,2,0,0,2098,0,2006
111.0,16905,3,5,5,2,1,6,1910,1034,3,3,0,1978,0,2006
60.0,10650,0,5,5,1,0,7,2004,1053,3,0,0,1600,0,2010
69.37905085568637,8899,0,7,7,1,0,7,2007,0,3,0,0,910,0,2008
55.0,1680,0,5,5,1,0,5,2005,1235,3,0,0,1416,0,2009
112.0,15750,0,7,6,2,1,7,1978,822,3,0,0,2002,0,2010
104.0,9144,0,7,7,2,1,5,1988,788,3,0,0,1297,0,2009
50.0,11888,0,7,6,1,0,6,1962,1208,2,0,0,1588,0,2006
70.0,10846,0,6,7,1,1,6,1936,948,3,0,1,1539,0,2009
62.0,10125,0,5,8,2,0,5,2006,1434,2,0,0,1350,0,2009
80.0,9206,0,7,5,1,0,4,1954,994,3,0,0,1688,0,2009
60.0,1680,3,9,5,1,0,6,1977,848,2,0,0,1111,0,2007
69.0,6979,0,7,9,2,1,8,1968,956,1,0,0,2028,0,2009
69.37905085568637,7685,0,6,7,1,0,6,1994,1002,3,0,0,1954,0,2010
69.37905085568637,8487,0,6,6,1,0,5,1953,1234,3,0,0,1440,0,2009
68.0,7590,1,5,4,2,0,4,2000,1052,3,0,0,882,0,2007
84.0,11184,1,4,5,1,0,6,1993,816,4,0,0,1795,0,2008
118.0,9100,0,6,6,1,1,6,2006,630,3,0,0,1688,0,2009
95.0,8100,0,5,5,2,0,4,2002,1324,2,0,0,1548,0,2009
69.37905085568637,8536,4,8,5,2,1,9,1959,894,6,0,0,912,0,2008
75.0,21453,0,5,7,2,0,5,1977,848,3,0,0,2324,0,2010
75.0,10762,0,5,5,1,1,10,1949,1112,4,0,0,2274,0,2008
65.0,13286,0,5,5,1,0,4,2006,912,3,0,0,1053,0,2007
36.0,9591,0,2,8,1,0,5,1955,1442,2,0,0,1639,0,2007
313.0,12822,0,6,6,2,0,7,2005,1040,4,0,0,2380,0,2007
69.37905085568637,7742,3,6,5,1,1,5,1976,832,2,0,0,2291,0,2006
80.0,5684,0,6,7,1,0,7,1976,1040,3,0,0,901,0,2009
69.37905085568637,10800,0,5,4,1,0,6,1976,960,4,0,0,968,0,2007
80.0,7000,0,3,5,2,0,7,1968,1362,3,0,0,2462,0,2010
69.37905085568637,11096,0,8,5,1,1,7,1957,1152,4,0,0,616,0,2010
49.0,8738,0,6,7,2,0,5,1950,970,3,0,0,1482,0,2010
69.37905085568637,11425,0,6,5,2,0,6,1914,1064,4,0,0,2153,0,2009
71.0,12692,0,6,5,2,0,5,2007,832,3,0,0,1358,0,2006
79.0,26178,0,5,5,2,0,8,1972,1161,3,0,0,1518,0,2006
69.37905085568637,9020,0,6,6,1,1,8,1978,676,3,0,0,2295,0,2009
50.0,8777,0,5,7,1,1,7,1951,1064,3,0,0,1525,0,2009
105.0,8400,0,5,5,2,0,7,2005,1822,2,0,0,1396,0,2007
34.0,9303,0,5,5,2,0,6,1959,1728,4,0,0,960,0,2006
24.0,7244,0,7,5,1,0,5,1960,1856,4,0,0,1077,0,2008
77.0,9760,0,5,5,1,1,9,1910,819,3,0,0,1812,0,2009
84.0,17043,4,6,7,1,0,10,1995,840,3,0,0,2473,0,2006
109.0,8125,0,7,5,2,0,9,1918,729,3,0,0,1228,0,2007
69.37905085568637,9150,0,5,5,2,1,7,1975,1158,3,0,0,4676,0,2007
50.0,1680,0,7,6,2,0,6,1940,1225,3,0,0,1720,0,2008
36.0,11414,0,6,5,1,0,8,1949,1926,4,0,0,1386,0,2010
110.0,2522,0,7,7,1,0,5,2003,975,3,0,0,1392,0,2010
69.37905085568637,15750,3,6,5,1,0,6,1985,864,2,0,0,2084,0,2008
70.0,10708,0,5,5,2,0,6,1941,1488,3,0,0,1855,0,2009
84.0,9803,0,8,5,1,0,7,1973,3206,3,0,0,2978,0,2006
60.0,14585,0,6,5,1,0,6,1920,915,2,0,0,1198,0,2010
38.0,10778,0,5,5,1,0,8,1954,793,2,0,0,864,0,2010
70.0,8750,0,4,7,2,0,7,1967,840,3,0,0,1382,0,2009
69.37905085568637,11645,0,7,5,2,1,4,1975,1058,4,0,1,630,0,2006
85.0,1869,0,5,5,2,0,7,1967,960,5,0,0,1801,0,2009
130.0,7200,0,8,6,1,1,6,1998,1104,2,0,0,1651,0,2007
67.0,9742,0,7,5,1,1,4,1962,744,4,0,0,1077,0,2007
98.0,7018,0,6,5,2,1,5,1990,1142,2,0,0,1714,0,2009
60.0,7590,0,5,5,1,1,6,2003,1097,3,0,0,3112,0,2009
80.0,13125,0,7,6,1,0,6,2007,1398,3,0,0,2978,0,2006
69.37905085568637,12456,0,5,5,1,1,6,1955,720,3,0,0,2296,0,2008
313.0,9945,0,5,6,1,0,7,1983,992,3,0,0,1416,0,2007
63.0,8750,0,7,5,2,0,4,1950,768,3,0,0,864,0,2009
69.37905085568637,9286,0,7,5,2,0,6,2000,1057,3,0,0,813,0,2010
85.0,8846,3,3,7,2,0,7,2006,1253,3,0,0,1098,0,2007
69.37905085568637,8834,0,6,6,2,0,7,1972,1056,6,0,0,1573,0,2010
85.0,3196,0,5,6,1,0,6,2007,630,3,0,0,860,0,2007
21.0,7064,0,5,7,2,0,7,1998,859,2,0,0,1638,0,2010
57.0,6435,0,7,5,2,0,6,1957,1478,4,0,0,1728,0,2007
50.0,15431,0,6,5,2,1,5,1992,813,2,0,0,720,0,2009
80.0,8064,1,7,5,1,0,9,1999,1143,3,0,0,768,0,2010
120.0,3180,0,6,5,1,1,5,2001,1028,2,0,0,858,0,2006
80.0,7758,0,7,8,1,0,8,2004,1728,3,0,0,869,0,2009
50.0,7800,0,8,5,2,1,6,1970,1470,3,0,0,1208,0,2008
66.0,12772,0,6,8,1,0,8,2000,750,3,0,0,1800,0,2009
55.0,7630,0,6,6,2,0,6,1963,816,4,0,0,1306,0,2009
70.0,12205,0,7,5,2,0,7,2001,768,1,0,0,894,0,2010
60.0,7917,0,5,9,2,0,6,1968,700,3,0,0,1258,0,2007
75.0,11070,0,7,8,2,0,4,1997,888,2,0,0,1358,0,2007
32.0,8740,4,6,6,2,1,6,2003,1362,4,0,0,1291,0,2009
69.37905085568637,32668,4,4,6,2,1,6,1959,1922,5,0,0,1640,0,2007
65.0,13891,0,7,5,2,1,5,2003,969,3,0,0,1224,0,2006
64.0,11198,4,8,8,2,1,6,1960,1145,2,0,0,1434,0,2006
60.0,11249,0,10,7,2,0,6,1976,1184,3,0,0,2031,0,2008
64.0,28698,0,7,4,2,0,7,1900,948,4,0,0,2324,0,2006
50.0,10410,0,9,7,2,0,8,1993,970,3,0,0,1144,0,2006
64.0,5900,0,6,5,2,1,7,2004,832,3,0,0,864,0,2009
69.37905085568637,8198,0,4,5,1,0,5,1977,686,3,0,0,1679,0,2008
69.37905085568637,6000,0,9,5,1,1,6,1950,1056,3,0,0,2230,0,2006
60.0,7700,0,5,6,2,0,7,1912,612,3,0,0,841,0,2008
65.0,13350,0,5,5,2,0,8,2006,1030,3,0,0,1661,0,2010
57.0,10335,0,5,9,1,0,11,1967,799,2,0,0,1123,0,2009
69.37905085568637,5720,0,4,5,2,0,4,2004,1092,2,0,1,882,0,2010
75.0,13500,0,5,5,1,1,6,1918,697,3,0,0,2417,0,2008
96.0,14585,0,5,5,2,0,5,1918,684,4,0,0,900,0,2007
69.37905085568637,15578,0,4,5,1,0,7,1955,970,3,0,0,1224,0,2008
79.0,10140,0,4,6,1,0,5,1972,672,2,0,0,1052,0,2006
69.37905085568637,7200,0,5,7,1,0,5,1952,1372,2,0,0,1150,0,2006
65.0,19138,3,8,3,1,1,6,1977,530,2,0,1,2945,0,2006
60.0,9100,0,8,5,1,1,6,1958,864,4,0,0,2287,0,2008
60.0,8070,0,5,5,1,0,6,1980,1350,3,0,0,3608,0,2006
101.0,8750,0,8,5,2,1,5,1914,1041,3,0,0,1501,0,2008
72.0,8740,0,5,5,1,0,11,1962,780,3,0,0,2078,0,2006
60.0,9600,0,6,5,1,0,6,1995,588,3,0,0,996,0,2008
78.0,11333,0,8,5,1,0,7,1968,1482,1,0,0,1348,0,2008
59.0,8004,3,7,6,1,1,7,1954,756,2,0,0,1034,0,2009
69.37905085568637,11900,0,10,4,2,0,5,1957,1144,2,0,0,1248,0,2006
69.37905085568637,5062,0,5,6,2,1,5,1918,1419,3,0,0,1383,0,2007
78.0,2522,0,7,6,2,0,8,1977,927,3,0,0,1683,0,2006
75.0,31770,1,9,5,2,0,6,1974,1344,3,0,1,1034,0,2006
67.0,8777,0,5,6,1,0,4,1970,1268,3,0,0,1092,0,2009
24.0,8400,0,8,5,1,1,10,1965,0,3,0,0,2468,0,2006
97.0,9600,0,8,6,1,0,12,1972,2136,2,0,0,1050,0,2009
85.0,7162,0,6,3,2,1,4,1983,600,4,0,0,2126,0,2006
60.0,8400,0,7,5,1,0,4,1990,884,3,0,0,2468,0,2009
95.0,1680,0,5,5,1,0,7,1983,1212,3,0,0,1044,0,2007
21.0,7018,0,5,5,1,0,8,1924,804,3,0,0,1728,0,2006
59.0,7024,0,6,3,2,0,8,2004,1392,3,0,0,1056,0,2009
50.0,7399,0,7,6,1,0,5,1954,1065,3,0,0,845,0,2007
98.0,12493,0,6,5,2,1,7,1915,1095,3,0,1,1704,0,2009
64.0,14115,0,6,5,1,0,8,1966,848,3,0,0,1372,0,2006
72.0,12046,0,7,5,1,1,5,1960,0,3,0,0,789,0,2009
50.0,11787,0,5,6,2,1,8,1914,0,3,0,0,987,0,2009
60.0,7313,1,5,6,1,1,6,1971,832,4,0,0,902,0,2007
30.0,8849,2,6,7,2,0,6,2007,1358,3,0,0,1646,0,2008
69.37905085568637,7175,0,7,5,2,1,5,1892,1337,3,0,0,1422,0,2008
70.0,7264,0,8,7,1,0,8,2006,1373,2,0,0,904,0,2010
45.0,5232,0,4,5,2,0,7,2006,1260,4,0,0,1796,0,2009
34.0,11029,0,6,4,2,1,5,2005,1188,2,0,0,1456,0,2007
51.0,8160,4,6,5,2,0,8,1914,1368,3,0,0,1097,0,2008
70.0,4426,0,5,5,2,0,6,2004,1158,3,0,0,1670,0,2010
60.0,9100,0,7,8,1,0,7,2002,372,4,0,0,912,0,2006
51.0,12474,0,5,5,2,0,6,1979,793,2,0,0,1800,0,2007
70.0,14115,0,7,7,2,0,7,1965,1922,3,0,0,1362,0,2007
50.0,22420,0,4,6,2,0,5,2006,1144,3,0,0,2630,0,2008
130.0,7861,0,4,7,1,0,8,1978,1686,5,0,0,1616,0,2006
78.0,11717,0,5,5,1,0,7,2003,3206,3,0,0,1117,0,2008
53.0,5600,0,7,5,2,1,5,1918,0,2,0,0,2013,0,2006
85.0,14559,4,6,6,2,0,6,1952,901,3,0,0,773,0,2006
72.0,8892,0,6,5,2,0,6,1972,480,1,0,0,1224,0,2008
69.37905085568637,7677,0,6,8,1,1,5,1965,1498,3,0,0,2149,0,2006
78.0,8070,1,4,5,1,0,7,2009,952,2,0,0,2149,0,2007
70.0,7861,0,4,6,1,0,8,2004,0,4,1,1,1692,0,2007
69.37905085568637,9317,0,7,6,2,0,10,2006,1362,6,0,0,1097,0,2006
75.0,10140,0,6,7,2,1,7,1915,1705,3,0,0,1446,0,2009
65.0,25419,2,7,7,2,0,8,2005,672,3,0,0,1629,0,2008
60.0,14191,0,6,5,1,1,6,1900,832,3,0,0,972,0,2006
90.0,6420,0,5,5,1,1,7,1976,975,3,0,0,2098,0,2009
65.0,7200,0,9,6,2,1,6,1972,972,3,0,0,1743,0,2006
122.0,6000,4,7,5,2,0,5,2003,1536,2,0,0,1092,0,2010
70.0,16285,3,6,5,2,0,6,2005,1057,3,0,0,1419,0,2009
69.37905085568637,8461,0,6,5,2,0,5,1965,1440,3,0,0,1732,0,2010
69.37905085568637,10175,0,7,6,2,0,5,2006,658,2,0,0,894,0,2008
70.0,10041,0,6,5,1,1,5,1994,980,3,0,0,1392,0,2009
90.0,12919,0,6,5,1,0,8,1957,1349,1,0,0,1057,0,2006
72.0,9548,0,6,7,2,0,6,1998,1453,3,0,0,1839,0,2008
80.0,13000,1,6,8,1,2,7,1994,1392,3,0,0,1352,0,2007
40.0,2308,4,5,5,2,1,5,1982,756,4,0,1,1411,0,2008
33.0,11070,3,5,5,2,1,6,1971,1442,3,0,0,1320,0,2009
63.0,9786,0,7,6,1,0,5,2004,912,3,0,0,1728,0,2006
72.0,11198,0,7,6,2,0,6,1997,319,2,0,0,1928,0,2010
69.37905085568637,10395,0,7,5,2,0,4,1970,525,0,0,0,1680,0,2006
70.0,9248,0,7,5,1,1,6,1900,1606,2,0,0,1471,0,2009
75.0,8475,0,6,5,1,0,6,1971,1199,1,0,0,2646,0,2008
55.0,7200,0,8,6,1,1,5,1967,1088,3,0,0,1721,0,2007
60.0,15138,0,6,2,2,0,4,2003,1086,2,0,0,2267,0,2009
69.37905085568637,4043,0,5,6,1,0,11,1977,832,3,0,0,1392,0,2006
75.0,9200,1,9,5,1,1,6,2003,1375,3,0,0,1029,0,2009
51.0,10500,0,7,7,1,1,7,1998,1362,4,0,0,1258,0,2010
65.0,6853,0,6,5,1,0,5,1924,672,2,0,0,1506,0,2008
60.0,6155,0,5,5,2,0,5,1967,866,3,0,0,1393,0,2008
69.37905085568637,12274,0,6,5,2,0,5,1961,1288,2,0,0,1574,0,2006
50.0,4571,0,5,5,2,0,9,1961,825,3,2,0,3228,0,2009
62.0,5232,0,6,5,1,0,7,1953,686,2,1,0,1797,0,2006
85.0,2651,0,8,7,1,1,5,1900,1107,5,0,0,1039,0,2008
79.0,10594,0,6,5,1,0,4,2007,951,3,0,0,1054,0,2006
74.0,46589,0,7,5,2,2,6,2005,1520,3,0,0,1922,0,2009
52.0,10463,0,4,6,2,1,7,1994,916,2,0,0,1710,0,2009
51.0,8125,0,5,5,1,2,5,1936,1157,3,0,0,1125,0,2008
69.37905085568637,12919,0,7,6,2,0,7,1981,975,3,0,0,1575,0,2008
60.0,10637,0,6,6,2,0,12,1961,832,2,0,0,848,0,2008
69.37905085568637,12456,0,6,5,2,0,7,1965,952,3,0,1,1768,0,2006
65.0,8546,0,5,7,2,0,9,1998,1017,4,0,0,1200,0,2006
110.0,8405,0,7,5,1,0,5,1976,660,1,0,0,1852,0,2008
69.37905085568637,25286,4,8,6,1,1,7,1920,855,3,0,0,1118,0,2007
75.0,2522,0,7,5,2,0,9,1977,561,3,0,0,1801,0,2008
72.0,10690,0,6,5,1,0,5,1954,744,2,0,0,1125,0,2009
36.0,10240,0,9,8,2,1,6,1976,928,2,0,0,1856,0,2009
74.0,10400,0,5,6,2,1,10,1921,1196,2,0,0,904,0,2006
70.0,10207,0,6,3,1,1,7,1936,1161,3,0,0,1640,0,2007
85.0,7917,0,6,8,1,1,7,1988,650,3,0,0,1552,0,2008
69.37905085568637,11670,0,3,5,1,1,7,1900,700,2,0,0,955,0,2006
48.0,7577,0,6,7,2,0,5,1989,793,3,0,0,1446,0,2010
73.0,19138,0,5,7,2,1,7,1968,866,2,0,0,1717,648,2007
60.0,8314,0,6,5,1,1,10,1972,1164,3,0,0,1396,0,2006
79.0,53227,0,5,6,2,1,6,1970,698,2,0,0,1432,0,2008
65.0,8012,0,9,5,2,1,5,2005,384,3,0,0,1112,0,2009
24.0,16226,0,10,5,2,1,4,1940,1809,4,0,0,1473,0,2008
69.37905085568637,10200,0,5,5,1,1,6,2001,855,4,0,0,1184,0,2010
34.0,11426,0,6,5,2,1,8,2003,483,2,0,0,1212,0,2009
90.0,13500,0,6,5,1,0,6,1959,912,2,0,1,1176,0,2009
103.0,10437,0,7,5,2,0,5,1998,600,3,0,0,2320,0,2006
